Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
1996-01-01,0.4785257875919342,0.4785257875919342,0.47512370761473594,0.47746982028901225,204800
1996-01-02,0.47659045457839966,0.4798165697886332,0.47659045457839966,0.4774698127232849,204800
1996-01-03,0.4798165559768677,0.4798165559768676,0.4798165559768676,0.4798165559768676,102400
1996-01-04,0.4766487777233124,0.4774698509791807,0.4751237381541041,0.4751237381541041,307200
1996-01-05,0.4710175693035126,0.4710175693035126,0.4710175693035126,0.4710175693035126,51200
1996-01-08,0.47395071387290955,0.47512378831006835,0.4716045649985919,0.47101770556582906,358400
1996-01-09,0.4686715006828308,0.4692583241990621,0.4633923803371603,0.4739506210285014,870400
1996-01-10,0.4645654261112213,0.4657385002467842,0.4633923519756584,0.4686714719982253,358400
1996-01-11,0.4751237630844116,0.47512376308441157,0.46456552088533404,0.468084708208391,819200
1996-01-12,0.47248438000679016,0.47277752323851663,0.4692583007919796,0.47277752323851663,358400
1996-01-15,0.467205286026001,0.4716044754369957,0.4663253550597222,0.4663253550597222,307200
1996-01-16,0.46925824880599976,0.46925824880599976,0.4281977940198431,0.4672052081659103,358400
1996-01-17,0.464800089597702,0.47043117246290894,0.46339215777441756,0.46925809881896496,768000
1996-01-18,0.4663253128528595,0.46632531285285955,0.46221926706160443,0.4648002735503101,204800
1996-01-19,0.4616324305534363,0.46339236401661194,0.4613393231189796,0.46339236401661194,512000
1996-01-22,0.4663253128528595,0.46632531285285955,0.4633923411698124,0.4633923411698124,204800
1996-01-23,0.4648585915565491,0.4692583540461574,0.46104626124720727,0.46104626124720727,665600
1996-01-24,0.4628053903579712,0.46280539035797114,0.45224715264748133,0.464858430748287,409600
1996-01-25,0.46104636788368225,0.4630993736574786,0.46104636788368225,0.4630993736574786,102400
1996-01-26,0.46104636788368225,0.46104636788368225,0.46104636788368225,0.46104636788368225,0
1996-01-29,0.4584064781665802,0.4598732687997019,0.4584064781665802,0.4598732687997019,102400
